Player name,position,Games,At-bat,Runs,Hits,Double (2B),third baseman,home run,run batted in,a walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Percentage,Slugging Percentage,On-base Plus Slugging
E Flick,RF,1085,5597,950,1752,268,164,48,756,597,--,330,0.834,0.313,0.389,0.445,
M Fitzgerald,C,848,2316,220,545,95,9,48,293,292,432,31,20,0.235,0.321,0.346,0.667
M Margot,RF,691,2306,276,585,112,24,48,245,179,454,82,36,0.254,0.308,0.386,0.694
D Descalso,2B,1080,2519,326,593,126,25,48,294,303,600,26,15,0.235,0.32,0.362,0.682
F Fain,1B,1151,3930,595,1139,213,30,48,570,904,261,46,28,0.29,0.424,0.396,0.82
H Rice,CF,1034,3740,620,1118,186,63,48,506,376,194,59,55,0.299,0.368,0.421,0.789
J Busby,CF,1352,4250,541,1113,162,35,48,438,310,439,97,48,0.262,0.314,0.35,0.664
B Estalella,C,310,904,126,195,49,5,48,147,130,290,6,2,0.216,0.315,0.44,0.755
R Peckinpaugh,SS,2012,7233,1007,1876,256,75,48,739,814,609,205,70,0.259,0.336,0.335,0.671
T Hulett,3B,720,2128,245,529,90,13,48,220,145,438,14,11,0.249,0.298,0.371,0.669
J Francisco,3B,404,996,110,235,50,4,48,152,81,375,2,6,0.236,0.297,0.439,0.736
B Boesch,RF,481,1577,192,394,79,7,48,195,109,344,22,7,0.25,0.303,0.4,0.703
M Lewis,2B,902,2795,320,736,155,13,48,306,196,511,29,18,0.263,0.312,0.38,0.692
D Jansen,C,325,954,137,212,44,1,48,144,104,217,1,1,0.222,0.307,0.421,0.728
K Johjima,C,462,1609,166,431,84,1,48,198,66,148,7,5,0.268,0.31,0.411,0.721
A Rosales,SS,653,1621,186,367,69,6,48,179,135,451,17,12,0.226,0.291,0.365,0.656
F Sanchez,2B,904,3402,434,1012,215,17,48,371,180,420,13,9,0.297,0.335,0.413,0.748
E Sheely,1B,1235,4471,573,1340,244,27,48,747,563,205,33,31,0.3,0.383,0.399,0.782
A Hays,CF,353,1286,178,333,74,6,48,162,80,278,11,10,0.259,0.311,0.438,0.749
J Alfaro,C,478,1542,150,395,67,4,47,194,70,566,18,5,0.256,0.305,0.396,0.701
B Herman,2B,1922,7707,1163,2345,486,82,47,839,737,428,67,--,0.304,0.367,0.407,0.774
J Gantner,2B,1801,6189,726,1696,262,38,47,568,383,501,137,78,0.274,0.319,0.351,0.67
J Lumpe,2B,1371,4912,620,1314,190,52,47,454,428,411,20,15,0.268,0.325,0.356,0.681
G Smith,SS,1710,6552,907,1594,251,94,47,797,408,288,235,--,0.243,0.289,0.332,0.621
D Berryhill,C,683,2030,175,488,106,6,47,257,139,409,3,6,0.24,0.288,0.368,0.656
B Haselman,C,589,1606,185,416,94,3,47,210,114,300,9,9,0.259,0.311,0.409,0.72
S Fasano,C,427,1109,136,245,49,0,47,140,72,327,2,3,0.221,0.295,0.392,0.687
P Masi,C,1229,3468,420,917,164,31,47,417,410,311,45,1,0.264,0.344,0.37,0.714
J Harris,1B,972,3035,462,963,201,64,47,517,413,188,36,16,0.317,0.404,0.472,0.876
F Schulte,CF,1179,4259,686,1241,249,54,47,593,462,361,56,58,0.291,0.362,0.408,0.77
C Essegian,LF,404,1018,139,260,45,4,47,150,97,233,0,0,0.255,0.323,0.446,0.769
G Metkovich,CF,1055,3585,476,934,167,36,47,373,307,359,61,28,0.261,0.322,0.367,0.689
F Snyder,C,1391,4229,331,1122,170,44,47,525,281,416,37,20,0.265,0.313,0.36,0.673
D Santana,OF,547,1740,254,443,89,23,47,202,90,478,75,26,0.255,0.296,0.413,0.709
L Brown,SS,1129,3449,331,803,108,13,47,254,317,414,22,23,0.233,0.3,0.313,0.613
P Tabler,1B,1202,3911,454,1101,190,25,47,512,375,559,16,20,0.282,0.345,0.379,0.724
F House,C,653,1994,202,494,64,11,47,235,151,147,6,7,0.248,0.302,0.362,0.664
L Cross,3B,847,9072,1333,2645,411,135,47,1371,464,90,301,--,0.292,0.328,0.382,0.71
L Green,CF,1136,2956,461,788,138,27,47,253,368,260,78,41,0.267,0.351,0.379,0.73
C Casali,C,463,1182,137,263,56,1,47,148,145,378,2,2,0.223,0.315,0.391,0.706
D Robertson,RF,805,2830,366,812,117,44,47,364,113,262,94,57,0.287,0.318,0.409,0.727
E Collins,2B,2825,9949,1821,3314,438,187,47,1300,1499,286,745,173,0.333,0.424,0.429,0.853
M Thompson,CF,1359,3761,491,1029,156,37,47,357,336,635,214,66,0.274,0.335,0.372,0.707
J Iglesias,SS,1096,3770,438,1051,220,14,47,366,173,502,59,35,0.279,0.319,0.382,0.701
E Allen,CF,1281,4418,623,1325,255,45,47,501,223,310,84,4,0.3,0.336,0.41,0.746
A Cedeno,SS,616,2051,221,485,98,13,47,223,143,488,26,17,0.236,0.292,0.366,0.658
L Alicea,2B,1341,3971,551,1031,189,53,47,422,500,624,81,50,0.26,0.346,0.369,0.715
W Smith,LF,691,1654,171,410,63,21,46,211,107,284,20,16,0.248,0.295,0.395,0.69
T Hall,C,686,2350,211,616,123,1,46,269,104,216,2,8,0.262,0.297,0.374,0.671
S Jolley,LF,473,1710,188,521,111,21,46,313,89,105,5,7,0.305,0.343,0.475,0.818
D Smith,LF,813,1807,244,497,88,20,46,226,150,334,42,37,0.275,0.333,0.422,0.755
G Hermanski,RF,739,1960,276,533,85,18,46,259,289,212,43,2,0.272,0.372,0.404,0.776
B Russell,SS,2181,7318,796,1926,293,57,46,627,483,667,167,69,0.263,0.31,0.338,0.648
G Thomas,RF,685,1688,203,430,71,9,46,202,138,343,13,12,0.255,0.316,0.389,0.705
H Foiles,C,608,1455,171,353,59,10,46,166,170,295,3,7,0.243,0.321,0.392,0.713
D Ackley,2B,635,2125,261,512,94,18,46,216,194,419,31,12,0.241,0.304,0.367,0.671
J Stearns,C,810,2681,334,696,152,10,46,312,323,294,91,51,0.26,0.341,0.375,0.716
C Tovar,CF,1488,5569,834,1546,253,55,46,435,413,410,226,108,0.278,0.335,0.368,0.703
E Smith,C,863,2264,225,686,115,19,46,355,247,106,18,9,0.303,0.374,0.432,0.806
R Roberts,3B,518,1500,205,365,71,4,46,169,166,320,35,20,0.243,0.32,0.388,0.708
A Ochoa,RF,807,2143,320,597,131,19,46,261,203,288,56,38,0.279,0.344,0.422,0.766
B Bell,RF,767,2718,378,806,165,32,46,437,272,239,11,12,0.297,0.362,0.432,0.794
A Berroa,SS,746,2575,329,665,118,21,46,254,117,460,50,20,0.258,0.303,0.374,0.677
J Kang,3B,297,917,120,233,50,3,46,144,75,239,8,5,0.254,0.331,0.466,0.797
P Browning,CF,1183,4820,954,1646,295,85,46,659,466,168,258,--,0.341,0.403,0.467,0.87
S Murphy,C,332,1106,149,259,70,2,46,147,127,292,1,0,0.234,0.325,0.426,0.751
J McNeil,2B,521,1858,259,568,122,9,46,216,138,244,19,9,0.306,0.368,0.455,0.823
J Hopp,CF,1395,4260,698,1262,216,74,46,458,464,378,119,1,0.296,0.368,0.414,0.782
D Bragg,RF,916,2461,341,627,145,14,46,260,304,570,56,24,0.255,0.34,0.381,0.721
W Tasby,OF,583,1868,246,467,61,10,46,174,201,327,12,20,0.25,0.327,0.367,0.694
G Green,RF,408,1151,130,307,49,7,46,160,89,185,2,3,0.267,0.318,0.441,0.759
Do Smith,1B,450,1254,149,309,78,3,46,180,97,336,3,3,0.246,0.309,0.423,0.732
S Owen,SS,1544,4930,587,1211,215,59,46,439,569,519,82,62,0.246,0.324,0.341,0.665
G Gore,CF,1310,5357,1327,1612,262,94,46,618,717,332,170,--,0.301,0.386,0.411,0.797
B Sample,LF,826,2516,371,684,127,9,46,230,195,230,98,31,0.272,0.329,0.384,0.713
C Kusick,1B,497,1238,155,291,50,3,46,171,194,228,11,4,0.235,0.342,0.392,0.734
D Pavletich,C,536,1373,163,349,73,8,46,193,148,237,5,2,0.254,0.328,0.42,0.748
G Dobbs,3B,959,2097,204,548,106,9,46,274,132,402,14,6,0.261,0.306,0.386,0.692
D Kryhoski,1B,569,1794,203,475,85,14,45,231,119,163,5,13,0.265,0.314,0.403,0.717
M Kreevich,CF,1241,4676,676,1321,221,75,45,514,446,339,115,53,0.283,0.346,0.391,0.737
J Turner,LF,733,1742,222,448,73,9,45,238,159,245,45,24,0.257,0.319,0.387,0.706
T Fuentes,2B,1499,5566,610,1491,211,46,45,438,298,561,80,47,0.268,0.307,0.347,0.654
B Myers,SS,738,2399,319,616,88,33,45,243,250,445,23,--,0.257,0.328,0.377,0.705
R Foster,LF,337,1016,136,257,51,1,45,118,110,146,9,6,0.253,0.336,0.438,0.774
S Halter,SS,690,1899,201,468,93,18,45,197,146,414,17,21,0.246,0.303,0.385,0.688
B Stein,3B,959,2811,268,751,122,18,44,311,186,412,16,16,0.267,0.313,0.37,0.683
E Miksis,2B,1042,3053,383,722,95,17,44,228,215,313,52,22,0.236,0.288,0.322,0.61
D Murphy,2B,1417,5399,705,1563,289,102,44,702,335,24,193,--,0.289,0.336,0.405,0.741
B Estalella,CF,680,2196,279,620,106,33,44,308,350,246,13,17,0.282,0.383,0.421,0.804
O Arcia,RF,288,983,103,231,40,6,44,131,76,339,3,5,0.235,0.298,0.422,0.72
J Burns,1B,890,3506,541,980,199,31,44,417,376,299,63,47,0.28,0.351,0.392,0.743
J Marty,CF,538,1832,223,478,78,22,44,222,142,187,14,--,0.261,0.318,0.4,0.718
K Lockhart,2B,979,2268,290,591,117,17,44,268,195,268,30,15,0.261,0.319,0.385,0.704
D Taylor,OF,675,2190,388,650,121,37,44,305,267,268,56,2,0.297,0.374,0.446,0.82
J Kindall,2B,742,2057,211,439,83,9,44,198,145,535,17,11,0.213,0.266,0.327,0.593
D Motley,RF,413,1333,156,324,60,10,44,159,67,186,19,22,0.243,0.28,0.402,0.682
E Averill,C,449,1031,137,249,41,0,44,159,162,220,3,3,0.242,0.346,0.409,0.755
A Ellis,C,672,1948,194,466,82,3,44,229,280,414,2,4,0.239,0.34,0.352,0.692
T Howard,LF,1015,2483,297,655,123,22,44,264,165,432,66,41,0.264,0.311,0.384,0.695
L Mann,LF,1365,4716,677,1332,203,106,44,503,324,464,129,21,0.282,0.332,0.398,0.73
T Pagnozzi,C,927,2896,247,733,153,11,44,320,189,450,18,21,0.253,0.299,0.359,0.658
H Craft,CF,566,2104,237,533,85,25,44,267,110,203,14,--,0.253,0.294,0.38,0.674
H Cotto,CF,884,2178,296,569,87,9,44,210,107,352,130,26,0.261,0.299,0.37,0.669
P Reese,2B,856,2833,366,704,128,17,44,271,226,531,144,26,0.248,0.307,0.352,0.659
J Clark,LF,516,1609,170,414,79,16,44,208,83,295,17,8,0.257,0.301,0.408,0.709
G Cimoli,RF,969,3054,370,808,133,48,44,321,221,474,21,6,0.265,0.315,0.383,0.698
L Blue,1B,1615,5904,1151,1696,319,109,44,695,1092,436,151,85,0.287,0.402,0.401,0.803
A Frazier,2B,824,2759,379,756,152,25,44,259,229,389,42,28,0.274,0.337,0.395,0.732
W Middlebrooks,3B,347,1150,119,262,51,4,43,155,64,325,10,4,0.228,0.272,0.391,0.663
J Quirk,C,984,2266,193,544,100,7,43,247,177,435,5,16,0.24,0.298,0.347,0.645
D Thomas,2B,1597,4677,585,1163,154,54,43,370,456,593,140,92,0.249,0.317,0.332,0.649
P Bourjos,CF,875,2116,284,502,91,37,43,170,134,562,68,32,0.237,0.293,0.376,0.669
D Pratt,2B,1836,6826,859,1996,392,117,43,968,513,360,247,108,0.292,0.345,0.403,0.748
S Amoros,LF,517,1311,215,334,55,23,43,180,211,189,18,15,0.255,0.361,0.43,0.791
P Roof,C,857,2151,190,463,69,13,43,210,184,504,11,10,0.215,0.283,0.319,0.602
S Duncan,LF,330,885,117,200,42,0,43,144,97,243,2,3,0.226,0.305,0.419,0.724
R Weatherly,OF,811,2781,415,794,152,44,43,290,180,170,42,49,0.286,0.331,0.418,0.749
M Keough,CF,841,1796,256,434,71,23,43,176,164,318,26,19,0.242,0.309,0.379,0.688
M Haas,CF,1168,4303,706,1257,254,45,43,496,433,299,12,16,0.292,0.359,0.402,0.761
J Mart?nez,OF,432,1244,170,360,61,3,43,182,128,274,7,3,0.289,0.356,0.447,0.803
A Howe,3B,891,2626,268,682,139,23,43,293,275,287,10,10,0.26,0.329,0.379,0.708
R Dauer,2B,1140,3829,448,984,193,3,43,372,297,219,6,13,0.257,0.31,0.343,0.653
A Dalrymple,LF,951,4172,813,1202,217,81,43,407,204,359,58,--,0.288,0.323,0.41,0.733
J Morrill,1B,1265,4912,821,1275,239,80,43,643,358,656,61,--,0.26,0.31,0.367,0.677
T Joseph,1B,249,810,98,200,42,1,43,116,55,204,2,1,0.247,0.297,0.46,0.757
B Jurges,SS,1816,6253,721,1613,245,55,43,656,568,530,36,--,0.258,0.325,0.335,0.66
C Kelly,C,415,1174,145,262,57,1,43,157,135,273,2,0,0.223,0.309,0.383,0.692
R Rivera,C,542,1492,120,330,65,2,43,176,93,446,1,1,0.221,0.273,0.354,0.627
P Bodie,CF,1051,3670,393,1011,169,72,43,516,312,240,83,26,0.275,0.335,0.396,0.731
O Bluege,3B,1867,6440,883,1751,276,67,43,848,723,515,140,87,0.272,0.352,0.356,0.708
W Chamberlain,RF,385,1263,144,322,72,6,43,167,77,249,20,7,0.255,0.299,0.424,0.723
T Tucker,1B,1687,6479,1084,1882,240,85,42,932,479,223,352,--,0.29,0.364,0.373,0.737
R Radcliff,LF,1081,4074,598,1267,205,50,42,533,310,141,40,30,0.311,0.362,0.417,0.779
J Garagiola,C,676,1872,198,481,82,16,42,255,267,173,5,2,0.257,0.354,0.385,0.739
M Gallego,2B,1111,2931,374,700,111,12,42,282,326,465,24,31,0.239,0.32,0.328,0.648
E Milner,CF,804,2395,376,607,111,28,42,195,286,280,145,72,0.253,0.333,0.376,0.709
M Dominguez,3B,362,1272,123,294,48,2,42,152,66,249,0,2,0.231,0.273,0.371,0.644
J Cronenworth,2B,368,1340,210,341,78,14,42,179,144,255,10,4,0.254,0.336,0.428,0.764
C Heathcote,RF,1418,4443,643,1222,206,55,42,448,367,325,191,75,0.275,0.333,0.375,0.708
J Panik,2B,818,2778,340,733,136,19,42,258,256,314,22,7,0.264,0.328,0.372,0.7
J Estrada,C,612,2079,198,576,129,0,42,285,103,228,0,0,0.277,0.317,0.4,0.717
R Oester,2B,1276,4214,458,1118,190,33,42,344,369,681,40,26,0.265,0.323,0.356,0.679
E D?az,C,491,1518,167,368,79,3,42,186,116,297,1,2,0.242,0.297,0.381,0.678
S Podsednik,LF,1079,3906,563,1096,178,41,42,312,333,630,309,104,0.281,0.339,0.379,0.718
A Thomas,SS,577,2103,182,493,76,4,42,228,59,301,22,18,0.234,0.255,0.334,0.589
R Youngs,OF,1211,4627,812,1491,236,93,42,592,550,390,153,83,0.322,0.399,0.441,0.84
J Dugan,3B,1448,5410,665,1516,277,46,42,571,250,419,37,28,0.28,0.317,0.372,0.689
D Paskert,CF,1717,6017,868,1613,279,77,42,577,715,659,293,43,0.268,0.35,0.361,0.711
R Spilborghs,LF,619,1561,222,424,86,12,42,218,172,328,31,19,0.272,0.345,0.423,0.768
N Goodrum,2B,402,1375,173,311,76,11,42,152,138,479,46,13,0.226,0.299,0.389,0.688
J Nunnally,RF,364,885,162,218,47,12,42,125,146,239,19,12,0.246,0.354,0.469,0.823
B Del Greco,CF,731,1982,271,454,95,11,42,169,271,372,16,15,0.229,0.33,0.352,0.682
D Dahl,OF,329,1148,168,311,64,14,42,160,76,326,17,8,0.271,0.317,0.461,0.778
G Wright,CF,627,2160,231,529,88,18,42,208,126,314,19,29,0.245,0.288,0.361,0.649
B Rogell,SS,1484,5149,755,1375,256,75,42,609,649,416,82,62,0.267,0.351,0.37,0.721
M Sweeney,LF,1218,1830,220,464,101,9,42,250,259,425,16,9,0.254,0.347,0.387,0.734
M Griffin,CF,1511,5914,1405,1753,313,108,42,719,809,206,473,--,0.296,0.388,0.407,0.795
T Crowley,DH,865,1518,174,379,62,1,42,229,222,181,3,0,0.25,0.345,0.375,0.72
E Inciarte,OF,868,3125,447,875,138,28,42,263,239,447,118,45,0.28,0.333,0.382,0.715
C Counsell,2B,1624,4741,647,1208,218,40,42,390,589,663,103,49,0.255,0.342,0.344,0.686
M Pi?a,C,414,1114,132,271,55,2,42,148,94,258,4,1,0.243,0.313,0.409,0.722
K Fukudome,RF,596,1929,264,498,111,13,42,195,307,402,29,29,0.258,0.359,0.395,0.754
D Magadan,3B,1582,4159,516,1197,218,13,42,495,718,546,11,11,0.288,0.39,0.377,0.767
R Sanders,1B,630,2182,321,597,114,19,42,329,328,216,8,--,0.274,0.37,0.401,0.771
D McGann,1B,986,5222,842,1482,181,100,42,727,429,10,282,--,0.284,0.364,0.381,0.745
C Reynolds,SS,1491,4466,480,1142,143,65,42,377,227,406,58,32,0.256,0.291,0.345,0.636
R Snyder,LF,1365,3631,488,984,150,29,42,319,294,438,58,32,0.271,0.325,0.363,0.688
D Jones,2B,907,2329,268,548,91,19,41,237,191,309,20,13,0.235,0.295,0.343,0.638
J Maxwell,RF,441,1057,145,233,48,9,41,133,115,371,28,10,0.22,0.303,0.399,0.702
A Aquino,RF,244,686,87,145,28,1,41,108,66,255,12,5,0.211,0.285,0.434,0.719
B Gardner,2B,1034,3544,356,841,159,18,41,271,246,439,19,22,0.237,0.292,0.327,0.619
M Bishop,2B,1340,4494,966,1216,236,35,41,379,1153,452,43,50,0.271,0.423,0.366,0.789
D Mitchell,LF,1127,3984,555,1244,169,61,41,403,346,119,45,47,0.312,0.368,0.416,0.784
R Stennett,2B,1237,4521,500,1239,177,41,41,432,207,348,75,54,0.274,0.306,0.359,0.665
B Rigney,2B,655,1966,281,510,78,14,41,212,208,206,25,4,0.259,0.334,0.376,0.71
B Fordyce,C,623,1807,172,467,103,4,41,188,119,295,8,6,0.258,0.309,0.388,0.697
M Aldrete,1B,930,2147,277,565,104,9,41,271,314,381,19,18,0.263,0.356,0.377,0.733
W Wilson,OF,2154,7731,1169,2207,281,147,41,585,425,1144,668,134,0.285,0.326,0.376,0.702
M Cairo,2B,1490,3956,504,1044,193,34,41,394,243,482,139,40,0.264,0.314,0.361,0.675
R Schu,3B,580,1568,189,386,67,13,41,134,139,282,17,16,0.246,0.31,0.384,0.694
G Burns,LF,1853,7241,1188,2077,362,108,41,611,872,565,383,139,0.287,0.366,0.384,0.75
D Stapleton,1B,582,2028,238,550,118,8,41,224,114,162,6,11,0.271,0.31,0.398,0.708
F Dunlap,2B,965,3974,759,1159,224,53,41,366,283,263,85,--,0.292,0.34,0.406,0.746
D Buddin,SS,711,2289,342,551,123,12,41,225,410,404,15,8,0.241,0.358,0.359,0.717
D Varsho,LF,286,928,138,217,46,7,41,123,90,250,26,7,0.234,0.306,0.431,0.737
B Bryan,C,374,968,86,209,32,9,41,125,91,283,0,1,0.216,0.284,0.395,0.679
F Welch,OF,738,2310,310,634,100,31,41,295,250,225,18,28,0.274,0.35,0.398,0.748
C Denorfia,RF,808,2162,289,587,103,17,41,196,187,408,56,20,0.272,0.33,0.392,0.722
F Cervelli,C,730,2256,281,605,102,16,41,275,270,505,17,13,0.268,0.358,0.382,0.74
F Patek,SS,1650,5530,736,1340,216,55,41,490,523,787,385,131,0.242,0.309,0.324,0.633
M Stassi,C,403,1137,136,241,42,2,41,128,119,379,0,0,0.212,0.295,0.361,0.656
W Bond,1B,365,1199,149,307,40,11,41,179,106,175,10,4,0.256,0.323,0.41,0.733
H Chiti,C,502,1495,135,356,49,9,41,179,115,242,4,7,0.238,0.294,0.365,0.659
J Castino,3B,666,2320,293,646,86,34,41,249,177,298,22,19,0.278,0.329,0.398,0.727
B Wallace,1B,494,1284,143,305,68,3,40,138,119,432,2,2,0.238,0.316,0.389,0.705
B Henline,C,741,2101,258,611,96,21,40,268,192,156,18,10,0.291,0.361,0.414,0.775
A Dickerson,LF,339,902,136,230,49,8,40,132,81,204,7,2,0.255,0.325,0.46,0.785
J Smith,OF,1408,4532,783,1301,182,71,40,382,334,348,228,67,0.287,0.339,0.385,0.724
R Cedeno,SS,875,2565,265,629,116,20,40,239,146,567,39,25,0.245,0.289,0.353,0.642
H Ferris,2B,1279,4800,473,1146,192,89,40,550,161,--,89,0.606,0.239,0.265,0.341,
I Flagstead,CF,1219,4139,645,1202,262,50,40,450,467,288,71,58,0.29,0.37,0.407,0.777
C Fernandez,SS,856,2778,270,666,91,19,40,259,213,338,68,28,0.24,0.292,0.329,0.621
B Klaus,SS,821,2513,357,626,106,15,40,250,331,285,14,7,0.249,0.335,0.351,0.686
K O'Dea,C,832,2195,262,560,101,20,40,323,273,251,3,--,0.255,0.338,0.374,0.712
J Royster,3B,1428,4208,552,1049,165,33,40,352,411,534,189,95,0.249,0.315,0.333,0.648
E P?rez,C,564,1525,137,386,85,2,40,172,84,234,1,4,0.253,0.297,0.39,0.687
F Vina,2B,1148,4240,627,1196,194,49,40,343,288,292,116,67,0.282,0.348,0.379,0.727
B Hamilton,CF,102,6269,1691,2159,242,95,40,739,1187,218,912,--,0.344,0.455,0.432,0.887
S Mertes,LF,827,4405,695,1227,188,108,40,721,422,10,396,--,0.279,0.346,0.398,0.744
A Everett,SS,880,2758,334,668,135,15,40,283,174,455,67,21,0.242,0.294,0.346,0.64
T Thompson,CF,299,790,114,176,39,5,42,117,91,272,15,3,0.223,0.304,0.444,0.748
B Cowan,CF,493,1190,131,281,44,8,40,125,50,297,17,8,0.236,0.269,0.387,0.656
G Gross,RF,657,1461,203,349,78,8,40,186,199,349,22,10,0.239,0.33,0.385,0.715
J Royster,3B,1428,4208,552,1049,165,33,40,352,411,534,189,95,0.249,0.315,0.333,0.648
T La Stella,3B,670,1723,207,459,98,5,40,204,172,217,5,3,0.266,0.336,0.399,0.735
E P?rez,C,564,1525,137,386,85,2,40,172,84,234,1,4,0.253,0.297,0.39,0.687
B Conigliaro,CF,347,1130,142,289,56,10,40,128,86,244,9,10,0.256,0.311,0.429,0.74
H Choi,1B,363,915,130,220,54,3,40,120,141,262,3,4,0.24,0.349,0.437,0.786
I Flagstead,CF,1219,4139,645,1202,262,50,40,450,467,288,71,58,0.29,0.37,0.407,0.777
J Smith,OF,1408,4532,783,1301,182,71,40,382,334,348,228,67,0.287,0.339,0.385,0.724
B Hamilton,CF,102,6269,1691,2159,242,95,40,739,1187,218,912,--,0.344,0.455,0.432,0.887
H Ferris,2B,1279,4800,473,1146,192,89,40,550,161,--,89,0.606,0.239,0.265,0.341,
C Fernandez,SS,856,2778,270,666,91,19,40,259,213,338,68,28,0.24,0.292,0.329,0.621
E Coleman,RF,439,1337,193,381,67,23,40,246,117,152,1,3,0.285,0.345,0.459,0.804
M Chavis,1B,309,1015,117,241,38,7,40,137,59,345,7,4,0.237,0.283,0.407,0.69
M Wynne,CF,940,2693,300,664,107,28,40,244,191,398,80,58,0.247,0.297,0.352,0.649
B Gamel,LF,679,1950,259,493,107,15,40,198,225,545,21,15,0.253,0.333,0.385,0.718
C Lavagetto,3B,1043,3509,487,945,183,37,40,486,485,244,63,--,0.269,0.36,0.377,0.737
B Wallace,1B,494,1284,143,305,68,3,40,138,119,432,2,2,0.238,0.316,0.389,0.705
A Dickerson,LF,339,902,136,230,49,8,40,132,81,204,7,2,0.255,0.325,0.46,0.785
B Dent,SS,1392,4512,451,1114,169,23,40,423,328,348,17,29,0.247,0.297,0.321,0.618
J Delsing,CF,822,2461,322,627,112,21,40,286,299,251,15,23,0.255,0.339,0.366,0.705
Y D?az,1B,475,1634,245,454,90,5,40,201,239,279,8,6,0.278,0.372,0.412,0.784
S Cox,1B,378,1239,146,324,72,2,39,158,129,240,8,4,0.262,0.34,0.417,0.757
J Castillo,2B,592,1918,211,487,103,10,39,218,111,378,13,11,0.254,0.296,0.379,0.675
G Coan,LF,918,2877,384,731,98,44,39,278,232,384,83,38,0.254,0.316,0.359,0.675
B Edwards,C,591,1675,191,429,67,20,39,241,190,179,9,3,0.256,0.335,0.39,0.725
K Farmer,3B,483,1349,147,343,61,4,39,184,76,287,11,7,0.254,0.311,0.392,0.703
E Lake,SS,836,2595,442,599,105,9,39,193,546,312,52,45,0.231,0.366,0.323,0.689
B Lange,CF,811,3195,689,1055,133,80,39,578,350,86,399,--,0.33,0.401,0.459,0.86
G Lachance,1B,581,4919,678,1377,197,86,39,690,219,124,192,--,0.28,0.318,0.379,0.697
C Rupp,C,296,1027,100,240,57,2,39,124,87,323,2,1,0.234,0.298,0.407,0.705
T Ward,LF,297,988,143,256,49,4,39,124,103,274,11,4,0.259,0.335,0.435,0.77
C Mapes,RF,459,1193,199,289,55,13,38,172,168,213,8,9,0.242,0.338,0.406,0.744
A Mondesi,SS,358,1273,180,311,54,20,38,157,60,412,133,26,0.244,0.28,0.408,0.688
K Ginter,2B,325,971,120,236,52,4,38,140,105,230,9,2,0.243,0.329,0.422,0.751
M Johnson,1B,428,988,142,229,50,2,38,137,154,272,12,9,0.232,0.338,0.402,0.74
S Byrd,CF,746,1700,304,465,101,10,38,220,198,178,17,10,0.274,0.35,0.412,0.762
F Rayford,3B,390,1044,112,255,43,1,38,117,55,225,4,5,0.244,0.283,0.397,0.68
B Mayne,C,1279,3614,359,951,178,8,38,403,370,580,18,27,0.263,0.332,0.348,0.68
B Alyea,LF,371,866,100,214,33,2,38,148,100,210,5,7,0.247,0.326,0.421,0.747
B Ayala,LF,425,865,114,217,42,1,38,145,71,136,2,4,0.251,0.305,0.434,0.739
C Brown,3B,448,1523,164,410,61,6,38,184,120,252,21,17,0.269,0.333,0.392,0.725
M Hatcher,LF,1130,3377,348,946,172,20,38,375,164,246,11,15,0.28,0.313,0.377,0.69
R Gutierrez,SS,1119,3632,471,967,141,25,38,357,364,586,50,30,0.266,0.338,0.35,0.688
F Gustine,2B,1261,4582,553,1214,222,47,38,480,369,427,60,1,0.265,0.322,0.359,0.681
B Myer,2B,1923,7038,1174,2131,353,130,38,850,965,428,156,109,0.303,0.389,0.406,0.795
J Graham,1B,239,775,105,179,28,5,38,126,84,99,1,1,0.231,0.31,0.427,0.737
M Salas,C,509,1292,142,319,49,10,38,143,89,163,3,3,0.247,0.3,0.389,0.689
J Titus,OF,1402,4960,738,1401,253,72,38,561,620,116,140,--,0.282,0.373,0.385,0.758
C Shelton,1B,299,930,132,254,46,7,37,124,96,252,2,2,0.273,0.345,0.457,0.802
B Nieman,LF,332,1050,147,269,46,14,37,167,129,119,20,--,0.256,0.339,0.432,0.771
E Haase,C,236,731,91,169,29,2,37,111,52,236,2,0,0.231,0.284,0.428,0.712
J Jay,CF,1201,3838,532,1087,185,25,37,341,285,716,55,33,0.283,0.348,0.373,0.721
L Harris,3B,1903,3924,460,1055,161,21,37,369,279,337,131,54,0.269,0.318,0.349,0.667
T Neel,DH,230,758,110,212,37,0,37,120,92,177,5,9,0.28,0.362,0.475,0.837
P Whisenant,OF,475,988,140,221,46,8,37,134,86,196,17,5,0.224,0.284,0.399,0.683
B Spiers,SS,1252,3408,477,922,158,35,37,388,355,496,97,43,0.271,0.341,0.37,0.711
L Aguayo,SS,568,1104,142,260,43,10,37,109,94,220,7,5,0.236,0.304,0.393,0.697
A Hechavarria,SS,922,3071,311,778,116,36,37,273,163,550,35,19,0.253,0.291,0.351,0.642
D Cramer,CF,2238,9140,1357,2705,396,109,37,842,572,345,62,73,0.296,0.34,0.375,0.715
R Murray,RF,1270,4334,555,1170,168,96,37,579,299,194,321,8,0.27,0.323,0.379,0.702
G Stephens,OF,965,1913,283,460,78,15,37,207,233,322,27,20,0.24,0.325,0.355,0.68
C Biggio,2B,337,1083,177,246,61,4,37,127,189,347,25,1,0.227,0.347,0.393,0.74
L Gabrielson,LF,708,1764,178,446,64,12,37,176,145,315,20,12,0.253,0.309,0.366,0.675
